feature_1,feature_2,category,mahalanobis_distance,outlier
60.61044378705766,29.586285289310077,B,0.9331329637187579,inlier
70.30197377582574,34.00637598147341,C,1.5407746940507823,inlier
35.08711223910653,33.85097831046689,B,1.7147048912208303,inlier
68.49365631218836,32.49555726445694,C,1.4375801770480234,inlier
57.19310326253935,28.178154388676464,A,0.7910068624644071,inlier
56.76032282547358,26.156972542929417,B,1.0273411526178278,inlier
47.46001307069072,32.414970150056696,C,0.532133643319379,inlier
50.19225724635228,36.14266243131748,C,0.9491758475906954,inlier
65.70261359997112,40.14621854904918,B,1.5000478786952847,inlier
41.57968955431084,26.660380508570725,B,0.739391683990503,inlier
50.1020164238548,26.99997461311188,C,0.5054805200481444,inlier
35.3833186999704,28.68996967559911,B,1.2504201662372632,inlier
49.89777354108118,21.598225317818333,A,1.3560982477924293,inlier
59.261126645371824,28.16035304802591,C,0.9641380823447318,inlier
43.36979709510548,34.57999889376478,A,1.1362250260101585,inlier
63.5831276301216,30.182178165045062,B,1.1450474009077336,inlier
52.5168414053606,25.86124098217504,B,0.7969928811205292,inlier
43.674236671654974,27.691035787905097,B,0.5621587568681404,inlier
53.95372689773597,34.72741099484198,C,0.6208002161272469,inlier
60.56620259216691,36.22462592062601,B,0.9330700495396952,inlier
60.30803207886018,29.99842909235132,A,0.87110872062306,inlier
75.27184733994824,23.537964716393912,C,2.837000736007854,inlier
62.77588932326368,23.431504093566755,A,1.8517484170723848,inlier
54.70808252001856,34.61013825460125,A,0.6035867924943202,inlier
61.590866303792566,29.103223329745056,C,1.0638022760449626,inlier
53.79838143543196,29.78678267640756,A,0.320833509667424,inlier
63.789716183050594,31.04675240483652,C,1.103162693861718,inlier
51.08557251032824,23.74537740289541,A,1.0624355825696399,inlier
45.07577086666953,38.68946283625032,B,1.625884230594357,inlier
47.196386273299446,31.670976006425157,A,0.4526302575814473,inlier
34.13625162808799,22.46354919775414,A,1.4077316056958915,inlier
42.365990393220045,19.148662190191946,A,1.5729025632678633,inlier
51.37439480717634,32.83005509683294,B,0.37561621362479775,inlier
36.45502649726829,30.838484570223784,A,1.2975260351680782,inlier
51.19994126956802,31.81977868108443,C,0.22175103609210708,inlier
45.35758860059936,26.729711396986144,B,0.5439850875774833,inlier
50.73659909238263,28.144195949587434,B,0.34740236557240217,inlier
51.06276170980564,32.681339968070695,A,0.3623281830471032,inlier
42.65372278606723,30.88422660889981,C,0.7566627640161991,inlier
42.88910250132063,23.446916360666744,C,0.9815961359177988,inlier
60.55113553389309,25.688182826178284,C,1.3772329006181327,inlier
47.112538046166165,33.481844566825885,C,0.7099164831803668,inlier
58.79077645506558,34.83544225805964,B,0.7366744691712688,inlier
41.6894316455585,32.04663808848207,A,0.9557367432018364,inlier
55.82932858270187,26.527459541796965,C,0.9076730628875901,inlier
32.98726726044963,42.18425334925543,C,2.9631249896995837,inlier
39.90195525754036,28.525910455823603,A,0.8566247993737325,inlier
47.5842758851204,28.858904517828343,B,0.26430166750829637,inlier
68.85311444246591,35.423145535618005,B,1.4128869113015747,inlier
36.272608529343856,27.549968091364786,B,1.1344768194541137,inlier
42.59373941424669,36.78801398982603,A,1.5047660038316129,inlier
38.10891656142832,35.07024804910809,A,1.6109577832548265,inlier
22.03515060583974,33.318092225006026,C,2.7840641387307468,inlier
44.97995899111571,45.36821416437074,C,2.6701988401679233,inlier
42.0722941645292,23.709896516454773,B,0.9664892861948977,inlier
39.96307728370351,19.84544543171161,A,1.4809395512507595,inlier
66.63915568230308,28.585302749986155,A,1.5529521827035189,inlier
50.85540946737821,33.17356178074407,B,0.44837597222056347,inlier
53.08300901812272,36.897591174162216,C,0.9665217087799707,inlier
44.01577824905341,24.45874924483109,A,0.8374906330619896,inlier
57.36241740134493,25.83054024637058,A,1.1171758434952253,inlier
47.45680021991938,30.939138227235222,B,0.34438795856753435,inlier
64.39979373811688,28.22879712011444,B,1.3942896561300109,inlier
49.39032839448411,27.225596105700333,A,0.44977276984152564,inlier
34.77909439615083,29.766341965352066,A,1.3652435144189528,inlier
42.041076740935246,33.94926460372625,C,1.1544603465481342,inlier
55.84588520811244,26.36082386878578,C,0.9327527052986635,inlier
63.63817728556737,25.707151513683492,A,1.61978185510282,inlier
32.53909158697246,26.529515203173904,A,1.421916299672863,inlier
28.367312638501787,26.51787612259876,C,1.7679108469865323,inlier
59.949030446031614,37.41077305302858,B,1.0359497637553248,inlier
46.04756849781748,32.569215467220054,B,0.659940153448849,inlier
59.05623951808644,21.56859756030272,C,1.8559317398187858,inlier
65.41111957573737,30.958894243591946,B,1.2511457862720317,inlier
42.21011972619133,34.01069916853467,C,1.1490927227526488,inlier
28.06903834400108,27.924136771377828,A,1.8476506287742178,inlier
65.25945160633904,34.371201476695944,B,1.1327372157006166,inlier
50.856096306278175,14.72327984361973,B,2.488661768263209,inlier
53.88168432407812,28.013158152018534,A,0.5561902262158409,inlier
58.23837302449761,30.494221501628097,A,0.6508761621345092,inlier
46.15542228419216,31.086230191505496,A,0.4713941571336226,inlier
58.29112148508008,37.14660224431714,C,0.9720181151502397,inlier
62.442414747460745,42.3155656607169,B,1.6910096295857047,inlier
60.47658031065675,34.79448922962479,B,0.8197522883578767,inlier
63.218924453222655,29.627378298654666,A,1.1583727438979858,inlier
29.600886284013907,29.188579273487612,C,1.7833612400596512,inlier
52.39453985212492,31.23344543129436,A,0.15121074675303597,inlier
39.53027462711281,18.907780711692773,B,1.6090060705965998,inlier
55.90269853716154,29.66177599660177,C,0.515170548172169,inlier
48.14407798885957,26.68889086614845,C,0.5122496552545065,inlier
54.44457933313775,29.384063476640836,B,0.42015869251384175,inlier
30.27895827913625,36.49996620991658,C,2.4241673721227923,inlier
42.63392041086537,30.566217851239905,B,0.7312800900596785,inlier
50.84213587375811,19.66466073146877,B,1.701538315373568,inlier
48.50687095824416,31.546450422365115,C,0.33396306304223333,inlier
38.7409410527593,28.297790224943824,C,0.9475766956185295,inlier
44.86113296613817,26.016668909756604,C,0.6350199029894913,inlier
48.31916207610073,30.333933547777256,C,0.21195820570061694,inlier
60.852084236882206,38.46220838399425,A,1.1789591434937734,inlier
62.01236153876067,28.496278339394017,B,1.161153361265042,inlier
48.77305830946533,19.21256890736769,A,1.6945037507977119,inlier
55.27606783286093,35.06214269117126,C,0.6679831188692187,inlier
60.83852616661413,25.144578317959574,B,1.4719294931710099,inlier
59.97102804250151,31.69031339318501,C,0.7391946549109971,inlier
52.32966366847504,28.932944074506384,B,0.31414635366951366,inlier
47.532124530942,31.62525387738596,A,0.42004100319322984,inlier
52.2270519819246,25.363636845518844,C,0.8598464576952652,inlier
64.40949479754154,28.0958444818622,C,1.4088741486116183,inlier
34.8754203688146,27.454946360249743,A,1.2483627836577087,inlier
59.22181150091792,38.35465236555605,C,1.1387307837135239,inlier
40.43359620582048,29.86853220687193,A,0.8745417004530738,inlier
58.19237025041082,27.885898463444462,A,0.9083119958768466,inlier
44.32035482121,40.18516242792631,C,1.9011902177543667,inlier
44.492604127869136,28.29178039802234,B,0.488327031946844,inlier
49.98181164825605,31.613552458045746,A,0.24284471162249968,inlier
37.71998053175085,32.27589083909404,C,1.3203941192284385,inlier
35.067454503552256,19.05647405897952,A,1.6711714296446982,inlier
60.103766577105695,30.614100086913307,C,0.8069379708097859,inlier
50.26627484967796,32.053701912042065,A,0.2964194918162507,inlier
57.71360158431019,17.46731976179695,C,2.398564947472945,inlier
39.09720117277442,25.264009148971827,B,0.9600103142875248,inlier
63.23526581880289,31.564015688600445,B,1.02586392397294,inlier
52.48655333302858,27.07713281796174,C,0.6056760176229281,inlier
54.94578246130777,35.70145662222735,B,0.7566781497844652,inlier
46.90082953163095,33.38181043586242,B,0.710068655399732,inlier
47.540913263315325,33.5319868277503,A,0.6883177812894166,inlier
54.82723675655674,30.043917962931918,A,0.38537413376404267,inlier
47.450350192267045,16.057578616744784,B,2.1502197164313723,inlier
36.04762026525325,34.760553747594614,A,1.7404066838106587,inlier
43.133787939634686,29.866691419672843,A,0.6372769458007584,inlier
43.67190142439621,22.62845071421932,C,1.081730850890306,inlier
60.13309669774398,36.367999705804536,B,0.930096838061351,inlier
79.40108718555493,31.65405740309938,B,2.4363323315939573,inlier
55.34555682747613,35.76455339053561,A,0.7649783099487142,inlier
25.037129086948497,31.79254302961177,C,2.382296836747347,inlier
45.76945381314543,29.919932991637857,C,0.40961729025533655,inlier
53.62546116861838,32.40591811558251,B,0.30991170467312384,inlier
51.95355922997874,22.70332443588849,C,1.2675447136118652,inlier
55.54710771337974,25.09364060876576,B,1.098639032992814,inlier
56.41022605873356,29.45612658847686,B,0.5797691617171887,inlier
61.08781714690426,18.900936552167398,A,2.388043747757312,inlier
72.77084755121194,23.544004344475415,A,2.6296678989936515,inlier
62.73557926689489,30.07472098636384,A,1.078762471278077,inlier
57.05325124726215,25.062882474092127,C,1.2051305690369425,inlier
60.63945337240159,31.227718031643807,C,0.8172149973692456,inlier
61.44325547920796,32.30029593906111,A,0.844956009531384,inlier
36.06033484129114,26.764317592148345,C,1.1407966342950293,inlier
44.5611834926295,32.9975472370168,C,0.832290515961647,inlier
48.22286955154806,28.687539704589447,A,0.24919781650262404,inlier
72.0597356768887,23.019190314684025,C,2.635658461469336,inlier
61.68891029522853,36.08911110195473,A,0.9718365694141381,inlier
65.81252604907972,28.05558173060127,C,1.5338239272904357,inlier
49.83572005368809,23.91917908355839,C,0.9849697634791572,inlier
43.72466606594786,34.29803587910401,A,1.0708578644942381,inlier
31.46155405464998,23.29316258441432,C,1.5319599483216813,inlier
46.64183751670352,28.723101033331453,C,0.3280861831356225,inlier
45.20756360113046,24.387861751653634,C,0.8345998107652343,inlier
61.7062082622589,25.13851860898672,C,1.5396922805380568,inlier
63.7078136927924,35.83725744546168,C,1.0668145594125322,inlier
36.88649051620404,32.62798191584155,C,1.4285754313279448,inlier
43.65328177758472,34.3088428041975,C,1.0777098488954493,inlier
56.39891038620439,28.66559256024308,C,0.6668820112271857,inlier
45.73593503418752,29.46695328665367,C,0.3935226081002472,inlier
48.86061341059722,29.61535254653687,B,0.1483784523882041,inlier
59.133648625923314,34.10797808789131,C,0.7028359013165493,inlier
45.27746705168157,30.2527817467124,B,0.47409308877406037,inlier
47.666625190233184,22.933375906281317,A,1.0760992303915085,inlier
49.9347083036322,31.29317026917249,C,0.19659359783031663,inlier
40.59354157006258,29.704043010485726,C,0.850254228948483,inlier
68.13766385165295,30.85057115818344,A,1.49821798803459,inlier
58.248070290006105,25.41022083383493,C,1.2409697895858949,inlier
42.43908148990924,40.774916921053816,C,2.1074981971518087,inlier
41.46172869215,30.845139061332038,A,0.8578261540965614,inlier
60.00552153293098,28.68485327782753,A,0.9691508881552121,inlier
55.95746616601569,27.73412565365377,B,0.7497414302588905,inlier
51.57174174548284,22.81357375927387,A,1.232311940487494,inlier
45.75732592423967,33.424194935027614,B,0.7985199790396991,inlier
25.67292704613248,31.08355105763369,C,2.266765479680139,inlier
47.0096275418536,25.09843672971257,B,0.7365263438602735,inlier
49.58392699094962,28.827881271715157,A,0.21005097730109348,inlier
47.18676615606641,27.56470701121433,A,0.4010804844213576,inlier
62.47882576259043,31.577846117468745,A,0.9595661707764509,inlier
53.20753696946944,28.709297037384967,A,0.4088414302898157,inlier
48.76633074132033,35.322420989909475,C,0.8897848566770661,inlier
52.32031212363501,22.161689618570914,C,1.370986869753827,inlier
43.311356416818896,33.23748352733166,A,0.9622126551056891,inlier
74.04343298042065,25.09764874668833,C,2.5548744925652125,inlier
41.910888581650205,32.729868524139135,B,1.014202596893325,inlier
65.425888391963,36.04183846782377,B,1.1838856514328835,inlier
50.959223664648,26.39823423302176,B,0.6348246607085054,inlier
57.280187835220914,31.750313619490893,C,0.5129987691901787,inlier
62.87506105181203,32.77488069060505,C,0.9531440439883683,inlier
54.90820311737414,34.73414334718253,A,0.6214669424707524,inlier
50.2050711265068,33.444267332356326,B,0.5197620135048314,inlier
59.40890648559113,27.06484178903157,A,1.1088339861552243,inlier
59.24507150682423,36.10724694704448,A,0.8735906008270474,inlier
